web-scraper-order,web-scraper-start-url,neighbourhood_link,neighbourhood_link-href,bedroom_link,bedroom_link-href,product_link,product_link-href,Address,Rental_Price,Sqft,Bedroom,Bathroom,Rental_Type,Neighbourhood
"1712083968-167","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5471903/1875-west-7th-avenue-vancouver-bc","1885 West 7th Avenue","$2,600/month","720 Sqft","1 Bed","1 Bath","Apt/Condo","Kitsilano"
"1712083971-168","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5671361/339-1844-west-7th-ave-avenue-vancouver-bc","339 1844 West 7th Ave Avenue","$2,800/month","707 Sqft","1 Bed","1 Bath","Apt/Condo","Kitsilano"
"1712083974-169","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5706632/2980-w-7th-avenue-avenue-vancouver-bc","0 W 7th Avenue Avenue","$3,200/month","650 Sqft","1 Bed","1 Bath","Townhouse","Kitsilano"
"1712083977-170","https://www.rew.ca/rentals/areas/vancouver-bc","Kitsilano (15)","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/kitsilano-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5721769/309-2468-balaclava-st-vancouver-bc","2468 Balaclava St.","$2,850/month","661 Sqft","1 Bed","1 Bath","Apt/Condo","Kitsilano"
"1712083988-171","https://www.rew.ca/rentals/areas/vancouver-bc","Killarney (5)","https://www.rew.ca/rentals/areas/killarney-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","4+ Bed","https://www.rew.ca/rentals/areas/killarney-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=4","","https://www.rew.ca/rentals/5698769/3782-w-22nd-avenue-vancouver-bc","3782 W 22nd Avenue","$10,750/month","2400 Sqft","4 Bed","3 Bath","House","Dunbar"
"1712083996-172","https://www.rew.ca/rentals/areas/vancouver-bc","Killarney (5)","https://www.rew.ca/rentals/areas/killarney-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/killarney-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5497823/vancouver-bc","Vancouver,
BC","$3,650/month","Sqft","3 Bed","2 Bath","House","Killarney"
"1712084002-173","https://www.rew.ca/rentals/areas/vancouver-bc","Killarney (5)","https://www.rew.ca/rentals/areas/killarney-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/killarney-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5429200/402-4933-clarendon-street-vancouver-bc","402-4933 Clarendon St","$2,650/month","523 Sqft","1 Bed","1 Bath","Apt/Condo","Killarney"
"1712084016-174","https://www.rew.ca/rentals/areas/vancouver-bc","Kerrisdale (3)","https://www.rew.ca/rentals/areas/kerrisdale-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/kerrisdale-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5731030/170x-1169-w-cordova-street-vancouver-bc","170x 1169 W Cordova Street","$13,900/month","3300 Sqft","3 Bed","4 Bath","Apt/Condo","Coal Harbour"
"1712084019-175","https://www.rew.ca/rentals/areas/vancouver-bc","Kerrisdale (3)","https://www.rew.ca/rentals/areas/kerrisdale-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/kerrisdale-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5577106/402-128-athletes-way-vancouver-bc","402 128 Athletes Way","$9,500/month","2454 Sqft","3 Bed","3 Bath","Apt/Condo","False Creek"
"1712084025-176","https://www.rew.ca/rentals/areas/vancouver-bc","Kerrisdale (3)","https://www.rew.ca/rentals/areas/kerrisdale-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/kerrisdale-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5703640/1-565-smithe-street-vancouver-bc","565 Smithe Street","$3,950","800 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084030-177","https://www.rew.ca/rentals/areas/vancouver-bc","Kerrisdale (3)","https://www.rew.ca/rentals/areas/kerrisdale-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/kerrisdale-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5532885/xxx1-2183-west-44th-avenue-vancouver-bc","2183 West 44th Avenue","$2,492/month","440 Sqft","1 Bed","1 Bath","Apt/Condo","Kerrisdale"
"1712084049-178","https://www.rew.ca/rentals/areas/vancouver-bc","Hastings Sunrise (5)","https://www.rew.ca/rentals/areas/hastings-sunrise-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/hastings-sunrise-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5183283/vancouver-bc","Vancouver,
BC","$2,150/month","520 Sqft","1 Bed","1 Bath","House","Hastings Sunrise"
"1712084065-179","https://www.rew.ca/rentals/areas/vancouver-bc","Hastings (7)","https://www.rew.ca/rentals/areas/hastings-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/hastings-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5089436/2733-turner-street-vancouver-bc","2733 Turner St","$2,500/month","445 Sqft","2 Bed","1 Bath","House","Hastings"
"1712084070-180","https://www.rew.ca/rentals/areas/vancouver-bc","Hastings (7)","https://www.rew.ca/rentals/areas/hastings-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/hastings-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/4831079/2250-oxford-street-vancouver-bc","2250 Oxford St","$1,995/month","500 Sqft","1 Bed","1 Bath","Apt/Condo","Hastings"
"1712084073-181","https://www.rew.ca/rentals/areas/vancouver-bc","Hastings (7)","https://www.rew.ca/rentals/areas/hastings-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/hastings-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5632903/205-1833-frances-street-street-vancouver-bc","205 1833 Frances Street Street","$3,300/month","878 Sqft","2 Bed","2 Bath","Apt/Condo","Hastings"
"1712084090-182","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/4786558/3076-clark-drive-vancouver-bc","3076 Clark Drive","$3,300/month","970 Sqft","3 Bed","1 Bath","House","Grandview East"
"1712084093-183","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5531011/1530-graveley-street-vancouver-bc","1530 Graveley St","$2,950/month","834 Sqft","2 Bed","1 Bath","Apt/Condo","Grandview East"
"1712084096-184","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5573023/1649-e-broadway-vancouver-bc","1649 E Broadway","$3,425/month","682 Sqft","2 Bed","1 Bath","Apt/Condo","Grandview East"
"1712084099-185","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5719944/1787-napier-street-vancouver-bc","1787 Napier Street","$4,990/month","1400 Sqft","3 Bed","2 Bath","Apt/Condo","Grandview East"
"1712084102-186","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5723643/406-2550-garden-drive-vancouver-bc","2550 Garden Drive","$3,500/month","739 Sqft","2 Bed","1 Bath","Apt/Condo","Grandview East"
"1712084105-187","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5723644/409-2550-garden-drive-vancouver-bc","2550 Garden Drive","$4,400/month","887 Sqft","2 Bed","2 Bath","Apt/Condo","Grandview East"
"1712084108-188","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5723634/203-2550-garden-drive-vancouver-bc","2550 Garden Drive","$4,300/month","905 Sqft","2 Bed","2 Bath","Apt/Condo","Grandview East"
"1712084112-189","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5723638/311-2550-garden-drive-vancouver-bc","2550 Garden Drive","$4,500/month","944 Sqft","2 Bed","2 Bath","Apt/Condo","Grandview East"
"1712084114-190","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5723639/313-2550-garden-drive-vancouver-bc","2550 Garden Drive","$4,400/month","916 Sqft","2 Bed","2 Bath","Apt/Condo","Grandview East"
"1712084117-191","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5723640/314-2550-garden-drive-vancouver-bc","2550 Garden Drive","$4,400/month","914 Sqft","2 Bed","2 Bath","Apt/Condo","Grandview East"
"1712084123-192","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5573026/1649-e-broadway-vancouver-bc","1649 E Broadway","$2,440/month","486 Sqft","1 Bed","1 Bath","Apt/Condo","Grandview East"
"1712084126-193","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5631943/vancouver-bc","Vancouver,
BC","$2,450/month","500 Sqft","1 Bed","1 Bath","House","Grandview East"
"1712084129-194","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5723631/105-2550-garden-drive-vancouver-bc","2550 Garden Drive","$3,000/month","605 Sqft","1 Bed","1 Bath","Apt/Condo","Grandview East"
"1712084133-195","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5723636/415-2550-garden-drive-vancouver-bc","2550 Garden Drive","$3,000/month","614 Sqft","1 Bed","1 Bath","Apt/Condo","Grandview East"
"1712084136-196","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5723635/202-2550-garden-drive-vancouver-bc","2550 Garden Drive","$3,000/month","637 Sqft","1 Bed","1 Bath","Apt/Condo","Grandview East"
"1712084139-197","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5723637/104-2550-garden-drive-vancouver-bc","2550 Garden Drive","$3,000/month","628 Sqft","1 Bed","1 Bath","Apt/Condo","Grandview East"
"1712084142-198","https://www.rew.ca/rentals/areas/vancouver-bc","Grandview East (22)","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/grandview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5723641/201-2550-garden-drive-vancouver-bc","2550 Garden Drive","$3,000/month","604 Sqft","1 Bed","1 Bath","Apt/Condo","Grandview East"
"1712084156-199","https://www.rew.ca/rentals/areas/vancouver-bc","Fraserview East (1)","https://www.rew.ca/rentals/areas/fraserview-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/fraserview-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5584503/3631-w-15th-avenue-vancouver-bc","3631 W 15th Avenue","$6,000/month","1200 Sqft","3 Bed","2 Bath","House","Point Grey"
"1712084174-200","https://www.rew.ca/rentals/areas/vancouver-bc","Fraser East (1)","https://www.rew.ca/rentals/areas/fraser-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/fraser-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5540802/805-w-49th-avenue-vancouver-bc","W 49th-805 49th Ave W","$6,500/month","1800 Sqft","3 Bed","4 Bath","Townhouse","Oakridge"
"1712084178-201","https://www.rew.ca/rentals/areas/vancouver-bc","Fraser East (1)","https://www.rew.ca/rentals/areas/fraser-east-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/fraser-east-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/5656507/104-3581-ross-drive-vancouver-bc","600 5868 Agronomy Road","$4,100/month","840 Sqft","3 Bed","3 Bath","Townhouse","University (UBC)"
"1712084197-202","https://www.rew.ca/rentals/areas/vancouver-bc","False Creek (12)","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/3888083/525-wheelhouse-square-vancouver-bc","525 Wheelhouse Square","$6,000/month","1750 Sqft","3 Bed","2 Bath","Apt/Condo","False Creek"
"1712084202-203","https://www.rew.ca/rentals/areas/vancouver-bc","False Creek (12)","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5374498/1501-1565-w-6th-avenue-vancouver-bc","1501-1565 6th Ave W","$4,150/month","940 Sqft","2 Bed","2 Bath","Apt/Condo","False Creek"
"1712084206-204","https://www.rew.ca/rentals/areas/vancouver-bc","False Creek (12)","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/3972598/1768-cook-street-vancouver-bc","1768 Cook Street","$6,550/month","1000 Sqft","2 Bed","2 Bath","Apt/Condo","False Creek"
"1712084210-205","https://www.rew.ca/rentals/areas/vancouver-bc","False Creek (12)","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5693582/402-138-athletes-way-way-vancouver-bc","402 138 Athletes Way Way","$12,000/month","2400 Sqft","3 Bed","3 Bath","Apt/Condo","False Creek"
"1712084213-206","https://www.rew.ca/rentals/areas/vancouver-bc","False Creek (12)","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5731403/8oo-181-w-1st-avenue-vancouver-bc","8oo 181 W 1st Avenue","$6,000/month","1350 Sqft","2 Bed","2 Bath","Apt/Condo","False Creek"
"1712084219-207","https://www.rew.ca/rentals/areas/vancouver-bc","False Creek (12)","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/4841201/1470-pennyfarthing-drive-vancouver-bc","1470 Pennyfarthing Drive","$3,400/month","947 Sqft","1 Bed","1 Bath","Apt/Condo","False Creek"
"1712084222-208","https://www.rew.ca/rentals/areas/vancouver-bc","False Creek (12)","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5660966/611-159-west-2nd-avenue-vancouver-bc","159 West 2nd Avenue","$2,900/month","578 Sqft","1 Bed","1 Bath","Apt/Condo","False Creek"
"1712084225-209","https://www.rew.ca/rentals/areas/vancouver-bc","False Creek (12)","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5722047/1105-108-west-1st-avenue-vancouver-bc","1105 108 West 1st Avenue","$2,800/month","538 Sqft","1 Bed","1 Bath","Apt/Condo","False Creek"
"1712084228-210","https://www.rew.ca/rentals/areas/vancouver-bc","False Creek (12)","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","1+ Bed","https://www.rew.ca/rentals/areas/false-creek-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=1","","https://www.rew.ca/rentals/5651526/1xx-151-athletes-way-vancouver-bc","1xx 151 Athletes Way","$13,500/month","2374 Sqft","2 Bed","3 Bath","Apt/Condo","False Creek"
"1712084242-211","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","3+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=3","","https://www.rew.ca/rentals/4815741/1035-granville-street-vancouver-bc","1035 Granville Street","$4,300/month","986 Sqft","3 Bed","1 Bath","Apt/Condo","Downtown West"
"1712084248-212","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5662908/902-1335-howe-street-vancouver-bc","902 1335 Howe Street","$7,200/month","1260 Sqft","3 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084251-213","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5672052/3901-1289-hornby-street-vancouver-bc","3901 1289 Hornby Street","$7,800/month","759 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084255-214","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5675084/1609-1082-seymour-street-vancouver-bc","1609 1082 Seymour Street","$3,700/month","785 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084258-215","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5676665/402-889-pacific-street-vancouver-bc","402 889 Pacific Street","$5,150/month","900 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084260-216","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5683572/202-440-richards-street-vancouver-bc","440 Richards Street","$3,190/month","565 Sqft","2 Bed","1 Bath","Apt/Condo","Downtown West"
"1712084263-217","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/4575582/1289-hornby-street-vancouver-bc","1289 Hornby Street","$9,000/month","1500 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084267-218","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/2714785/1283-howe-street-vancouver-bc","1283 Howe Street","$5,000/month","787 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084270-219","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/2714776/689-abbott-street-vancouver-bc","689 Abbott Street","$4,795/month","929 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084273-220","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/3930343/480-robson-street-vancouver-bc","480 Robson Street","$3,775/month","902 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
"1712084276-221","https://www.rew.ca/rentals/areas/vancouver-bc","Downtown West (79)","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?top_level_searchable_id=383&top_level_searchable_type=Geography","2+ Bed","https://www.rew.ca/rentals/areas/downtown-west-vancouver-bc?is_exact_bedrooms=false&num_bedrooms=2","","https://www.rew.ca/rentals/5571114/3001-1289-hornby-street-vancouver-bc","3001 1289 Hornby Street","$4,800/month","920 Sqft","2 Bed","2 Bath","Apt/Condo","Downtown West"
